id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone2,ramal2,whatsapp,email,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Cível Central,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,8º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892699,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Custódia,DPE,público,Jurídico,Regional,,Rua,Professor Walter Lerner,169,,próximo ao Fórum Criminal,Barra Funda,São Paulo,3550308,SP,01139020,,,,,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Defesa da Diversidade e da Igualdade Racial (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,4º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892663,,99965603,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Defesa do Consumidor (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,5º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892668,,99965603,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Diadema,DPE,público,Jurídico,Regional,,Rua,das Turmalinas,77,,,Jardim Donini,Diadema,3513801,SP,09920500,11,28384500,,,,,,,,,,,,,,"-23,6841852","-46,62267",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Direitos da Pessoa Idosa e da Pessoa com Deficiência (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,4º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892659,,99965603,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Família Central,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,7º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892699,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Fazenda Pública,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,10º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892699,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Ferraz de Vasconcelos,DPE,público,Jurídico,Regional,,Rua,Carlos Gomes,215,,,Vila Romanópolis,Ferraz de Vasconcelos,3515707,SP,08500330,11,28384000,,,,,,,,,,,,,,"-23,5428003","-46,3651303",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Franca,DPE,público,Jurídico,Regional,,Avenida,Presidente Vargas,299,,,Cidade Nova,Franca,3516200,SP,14401146,16,21036900,,,,,,,,,,,,,,"-20,5307609","-47,39540059999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Francisco Morato,DPE,público,Jurídico,Regional,,Rua,Progresso,110,,,Centro,Francisco Morato,3516309,SP,07901170,11,44898700,,,,,,,,,,,,,,"-23,2810692","-46,743788",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Franco da Rocha,DPE,público,Jurídico,Regional,,Rua,João Rais,63,,,Companhia Fazenda Belém,Franco da Rocha,3516408,SP,07802030,11,28384200,,,,,,,,,,,,,,"-23,3287605","-46,72930239999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Guarujá,DPE,público,Jurídico,Regional,,Avenida,Adhemar de Barros,1327,,,Vila Santa Rosa,Guarujá,3518701,SP,11430003,13,21019000,,,,,,,,,,,,,,"-23,9923342","-46,27277470000001",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Guarulhos,DPE,público,Jurídico,Regional,,Rua,Sete de Setembro,30,,,Centro,Guarulhos,3518800,SP,07011020,11,28331640,,,,,,,,,,,,,,"-23,4696292","-46,5313295",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Habitação e Urbanismo (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,4º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892662,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Infância e Juventude (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,3º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892717,,94220872,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Ipiranga,DPE,público,Jurídico,Regional,,Rua,Agostinho Gomes,1455,,"sala 1,Térreo",Ipiranga,São Paulo,3550308,SP,04206901,11,28336130,,,,,,,,,,,,,,"-23,5829783","-46,60404399999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itanhaém,DPE,público,Jurídico,Regional,,Avenida,Pedro de Toledo,196,,,Centro,Itanhaém,3522109,SP,11740000,,,,,,,,,,,,,,,,"-24,185552","-46,79154279999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itapecerica da Serra,DPE,público,Jurídico,Regional,,Rua,Henrique Sóter Fernandes,201,,,Centro,Itapecerica da Serra,3522208,SP,06850710,,,,,,,,,,,,,,,,"-23,7174511","-46,8480626",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itapetininga,DPE,público,Jurídico,Regional,,Rua,Virgilio de Resende,1367,,,Centro,Itapetininga,3522307,SP,18200046,15,35112300,,,,,,,,,,,,,,"-23,5848407","-48,03428539999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itapevi,DPE,público,Jurídico,Regional,,Rua,Leopoldina de Camargo,200,,,Centro,Itapevi,3522505,SP,06653040,11,34892352,,,,,,,,,,,,,,"-23,5460717","-46,9328927",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itaquaquecetuba,DPE,público,Jurídico,Regional,,Rua,Vereador José Barbosa de Araújo,317,,,Vila Virgínia,Itaquaquecetuba,3523107,SP,08573040,11,28383939,,,,,,,,,,,,,,"-23,4862615","-46,3512056",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Itaquera,DPE,público,Jurídico,Regional,,Rua,Sábbado D'Ângelo,2040,,,Itaquera,São Paulo,3550308,SP,08210791,11,28331400,,,,,,,,,,,,,,"-23,5508942","-46,4453868",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Jabaquara,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,6º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892683,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Jacareí,DPE,público,Jurídico,Regional,,Rua,Treze de Maio,29,,,Centro,Jacareí,3524402,SP,12327220,12,21278600,,,,,,,,,,,,,,"-23,3057936","-45,9724139",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Jaú,DPE,público,Jurídico,Regional,,Rua,Bento Manoel,282,,,Centro,Jaú,3525300,SP,17201130,14,21048314,,,,,,,,,,,,,,"-22,2898123","-48,5604756",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Jundiai,DPE,público,Jurídico,Regional,,Rua,Marechal Deodoro da Fonseca,646,,,Centro,Jundiaí,3525904,SP,13201002,11,38781200,,,,,,,,,,,,,,"-23,1825087","-46,88536999999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Lapa,DPE,público,Jurídico,Regional,,Rua,George Smith,171,,,Lapa,São Paulo,3550308,SP,05074010,11,28338450,,,,,,,,,,,,,,"-23,5193907","-46,7047034",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Limeira,DPE,público,Jurídico,Regional,,Avenida,Maria Buzolin,622,,,Jardim Piratininga,Limeira,3526902,SP,13060650,19,21135757,,,,,,,,,,,,,,"-22,5591743","-47,4140814",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Marília,DPE,público,Jurídico,Regional,,Avenida,Presidente Tancredo de Almeida Neves,164,,,Centro,Marília,3529005,SP,17500041,14,33115700,,,,,,,,,,,,,,"-22,2159414","-49,9480158",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Mauá,DPE,público,Jurídico,Regional,,Rua,General Osório,412,,,Vila Bocaina,Mauá,3529401,SP,09310050,11,28384300,,,,,,,,,,,,,,"-23,6701895","-46,4570619",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Mogi das Cruzes,DPE,público,Jurídico,Regional,,Rua,Francisco Martins,30,,,Jardim Armênia,Mogi das Cruzes,3530607,SP,08780520,11,28331399,,,,,,,,,,,,,,"-23,517617","-46,17830259999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Nossa Senhora do Ó,DPE,público,Jurídico,Regional,,Rua,Mateus de Leão,46,,1º andar,Vila Albertina,São Paulo,3550308,SP,02731050,11,28331500,,,,,,,,,,,,,,"-23,4965628","-46,6926108",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Osasco,DPE,público,Jurídico,Regional,,Avenida,dos Autonomistas,3094,,,Centro,Osasco,3534401,SP,06090015,11,28331530,,,,,,,,,,,,,,"-23,5352396","-46,7818162",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Osasco - Unidade Criminal,DPE,público,Jurídico,Regional,,Avenida,das Flores,740,,,Jardim das Flores,Osasco,3534401,SP,06110100,11,28331560,,,,,,,,,,,,,,"-23,5350905","-46,7920627",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Penha,DPE,público,Jurídico,Regional,,Praça,Nossa Senhora da Penha,54,,,Penha de França,São Paulo,3550308,SP,03632010,11,28338350,,,,,,,,,,,,,,"-23,5270415","-46,5501189",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Pinheiros,DPE,público,Jurídico,Regional,,Rua,Jericó,s/n,,Sl. 313,Vila Madalena,São Paulo,3550308,SP,05435040,11,30324198,,,,,,,,,,,,,,"-23,5519075","-46,689002",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Piracicaba,DPE,público,Jurídico,Regional,,Rua,Benjamim Constan,823,,,Centro,Piracicaba,3538709,SP,13400050,19,21052400,,,,,,,,,,,,,,"-22,7251044","-47,6463169",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Polo Cível,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,9º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892720,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Polo Família,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,9º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892723,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Praia Grande,DPE,público,Jurídico,Regional,,Rua,Apolônio Dias da Silva,51,,,Vila Mirim,Praia Grande,3541000,SP,11705065,13,21021100,,,,,,,,,,,,,,"-24,0325682","-46,49470059999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Presidente Prudente,DPE,público,Jurídico,Regional,,Rua,Francisco Goulart,216,,,Vila Nova,Presidente Prudente,3541406,SP,19010290,18,33551150,,,,,,,,,,,,,,"-22,1280495","-51,387574",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Promoção e Defesa dos Direitos das Mulheres (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,3º andar,Liberdade,São Paulo,3550308,SP,01502000,11,34892699,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Regional Central Coordenação,DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,6º andar,Liberdade,São Paulo,3550308,SP,001502000,11,34892674,,,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Registro,DPE,público,Jurídico,Regional,,Rua,Gersoni Napoli,4,,,Centro,Registro,3542602,SP,11900000,13,21305200,,,,,,,,,,,,,,"-24,4907198","-47,84322539999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Ribeirão Preto,DPE,público,Jurídico,Regional,,Rua,Alice Além Saad,1256,,,Nova Ribeirânia,Ribeirão Preto,3543402,SP,14096570,16,21115850,,,,,,,,,,,,,,"-21,2008124","-47,7683732",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Rio Claro,DPE,público,Jurídico,Regional,,Rua,Um,659,,,Sáude,Rio Claro,3543907,SP,13503420,19,35316700,,,,,,,,,,,,,,"-22,4130693","-47,5567647",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Santana,DPE,público,Jurídico,Regional,,Rua,Maria Cândida,1350,,,Vila Guilherme,São Paulo,3550308,SP,02071002,11,28331450,,,,,,,,,,,,,,"-23,50667","-46,60233789999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Santo Amaro,DPE,público,Jurídico,Regional,,Rua,Américo Brasiliense,2139,,,Chácara Santo Antônio,São Paulo,3550308,SP,04715005,11,27631850,,,,,,,,,,,,,,"-23,6288103","-46,7065902",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Santo André,DPE,público,Jurídico,Regional,,Rua,Primeiro de Maio,178,,,Centro,Santo André,3547809,SP,09015030,11,44337600,,,,,,,,,,,,,,"-23,6564959","-46,527939",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Santos,DPE,público,Jurídico,Regional,,Rua,João Pessoa,241,,,Centro,Santos,3548500,SP,11013203,13,21022450,,,,,,,,,,,,,,"-23,9352356","-46,3241232",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São Bernardo do Campo,DPE,público,Jurídico,Regional,,Rua,Luiz Ferreira da Silva,172,,,Parque São Diogo,São Bernardo do Campo,3548708,SP,09732340,11,28384600,,,,,,,,,,,,,,"-23,6808671","-46,5570833",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São Carlos,DPE,público,Jurídico,Regional,,Rua,Belarmino Indalécio de Souza,549,,,Vila Monteiro (Gleba I),São Carlos,3548906,SP,13560292,16,21069800,,,,,,,,,,,,,,"-22,0240193","-47,8853886",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São José do Rio Preto,DPE,público,Jurídico,Regional,,Rua,Marechal Deodoro,3131,,,Centro,São José do Rio Preto,3549805,SP,15010070,17,31227300,,,,,,,,,,,,,,"-20,8118189","-49,3801685",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São José dos Campos,DPE,público,Jurídico,Regional,,Avenida,Comendador Vicente de Paula Penido,532,,,Jardim Aquarius,São José dos Campos,3549904,SP,12246856,12,21226300,,,,,,,,,,,,,,"-23,2185319","-45,9033492",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São Miguel Paulista,DPE,público,Jurídico,Regional,,Avenida,Afonso Lopes de Baião,1976,,,Vila Carolina,São Paulo,3550308,SP,08040640,11,28336650,,,,,,,,,,,,,,"-23,5114166","-46,4438837",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São Sebastião,DPE,público,Jurídico,Regional,,Rua,Ipiranga,50,,,Centro,São Sebastião,3550704,SP,11608606,12,21631800,,,,,,,,,,,,,,"-23,800729","-45,4003046",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - São Vicente,DPE,público,Jurídico,Regional,,Rua,Jacob Emmerich,944,,,Centro,São Vicente,3551009,SP,11310380,13,21023900,,,,,,,,,,,,,,"-23,965059","-46,3897047",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Segunda Instância e Tribunais Superiores - Brasília (Núcleo Especializado),DPE,público,Jurídico,Regional,,,"Setor Comercial Sul, Quadra 8 - Edifício Venâncio 2000 - Bloco B60",,,3º andar - Asa Sul,Setor Comercial Sul,Brasília,5300108,SP,70333900,61,33271293,,30335627,,,,,,,,,,,,"-21,2922457","-50,3428431",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Segunda Instância e Tribunais Superiores - São Paulo (Núcleo Especializado),DPE,público,Jurídico,Regional,,Praça,João Mendes,s/n,,"13º andar, salas 1323 / 1325",Centro,São Paulo,3550308,SP,01501900,11,999656036,,31075272,,,,,,,,,,,,"-23,5513938","-46,63514199999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Situação Carcerária (Núcleo Especializado),DPE,público,Jurídico,Regional,,Avenida,Liberdade,32,,5º andar,Liberdade,São Paulo,3550308,SP,01502000,11,31052669,,34892716,,,,,,,,,,,,"-23,5531896","-46,6350773",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Sorocaba,DPE,público,Jurídico,Regional,,Praça,Carlos de Campos,110,,próximo ao Mosteiro S. Bento,Centro,Sorocaba,3552205,SP,18035230,15,34141800,,,,,,,,,,,,,,"-23,5010426","-47,4603644",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Suzano,DPE,público,Jurídico,Regional,,Rua,Aurora,303,,,Vila Sao Francisco,Suzano,3552502,SP,08675420,11,47418800,,,,,,,,,,,,,,"-23,5514049","-46,312797",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Taboão da Serra,DPE,público,Jurídico,Regional,,Rua,Elisabetta Lips,334,,,Jardim Bontempo,Taboão da Serra,3552809,SP,06763190,,,,,,,,,,,,,,,,"-23,6118812","-46,759834",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Tatuapé,DPE,público,Jurídico,Regional,,Rua,São Jorge,201,,,Tatuapé,São Paulo,3550308,SP,03087000,11,28336900,,,,,,,,,,,,,,"-23,5316732","-46,5653197",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Taubaté,DPE,público,Jurídico,Regional,,Rua,Espanha,201,,,Jardim das Nações,Taubaté,3554102,SP,12030380,12,36099900,,,,,,,,,,,,,,"-23,0326411","-45,5749907",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Tupã,DPE,público,Jurídico,Regional,,Rua,João Taváres do Couto,15,,,Vila das Industrias,Tupã,3555000,SP,17604231,14,37222000,,,,,,,,,,,,,,"-21,9409427","-50,51994699999999",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Unidade Infância e Juventude,DPE,público,Jurídico,Regional,,Rua,Prof. Walter Lerner,169,,,Várzea da Barra Funda,São Paulo,3550308,SP,01139020,11,28242200,,,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Unidade JECRIM/DIPO,DPE,público,Jurídico,Regional,,Rua,Professor Walter Lerner,169,,próximo ao Fórum Criminal,Barra Funda,São Paulo,3550308,SP,01139020,,,,,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Unidade Júri,DPE,público,Jurídico,Regional,,Rua,Professor Walter Lerner,169,,próximo ao Fórum Criminal,Barra Funda,São Paulo,3550308,SP,01139020,11,33926911,,,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Unidade Varas Singulares,DPE,público,Jurídico,Regional,,Rua,Professor Walter Lerner,169,,próximo ao Fórum Criminal,Barra Funda,São Paulo,3550308,SP,01139020,11,33924825,,33923729,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Unidade VEC,DPE,público,Jurídico,Regional,,Rua,Professor Walter Lerner,169,,próximo ao Fórum Criminal,Barra Funda,São Paulo,3550308,SP,01139020,11,33924634,,,,,,,,,,,,,,"-23,5204926","-46,6630821",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Vila Mimosa,DPE,público,Jurídico,Regional,,Rua,Rui Abadio Rodrigues,485,,,Jardim Yeda,Campinas,3509502,SP,13060650,19,21024100,,,,,,,,,,,,,,"-22,9484039","-47,1101473",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado de São Paulo - Vila Prudente,DPE,público,Jurídico,Regional,,Avenida,Sapopemba,3704,,,Vila Prudente,São Paulo,3550308,SP,03345000,11,28336500,,,,,,,,,,,,,,"-23,5753075","-46,5537208",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Angra dos Reis,CREAS,público,Assistência Social,Local,,Rua,Almirante Machado Portela,58,,,Balneário,Angra dos Reis,3300100,RJ,,24,992695872,,,,,creas@angra.rj.gov.br,,,,,,,,,"-23,0010445","-44,3061606",
,penhas,conexoes_nudems_dpes,Programa de Violência,,público,583,,,,,,,,,Angra dos Reis,3300100,RJ,,24,33776538,,,,,,,,,,,,,,,,Outras informações: Programa voltado para atendimento de toda população.Estatísticas - atendimentos em ambulatórios.
,penhas,conexoes_nudems_dpes,Sala Lilás - Núcleo de Escuta Especializada de Crianças e Adolescentes,,público,577,,,Rua,Japorangra,1970,,sala 206 e 208,Japuíba,Angra dos Reis,3300100,RJ,,24,33799962,,999610331,,,,,,,,,,,,"-22,978027","-44,29654379999999",Outras informações: Acompanhamento psicossocial até ter atendimento no SUS.Em angra não existe centro especializado de atendimento à mulher.
,penhas,conexoes_nudems_dpes,Delegacia de Atendimento à Mulher - Angra dos Reis,DEAM,público,Delegacia da Mulher,Local,,Rua,Doutor Coutinho,6,,fundos,Centro,Angra dos Reis,3300100,RJ,,24,992866606,,992848244,,,,,,,,,,,,"-23,0068469","-44,3141561",Telefone alternativo: (24) 992825281. Responsável: Delegada de Polícia Paula Pereira Loureiro.
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 33º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Francisco Bezerra,604,,,Parque Mambucaba,Angra dos Reis,3300100,RJ,,24,992213173,,,,,pmprj_33bpm@pmerj.rj.gov.br,,,,,,,,,"-23,0194309","-44,531492","Outras informações: Muriqui, Itacuruçá, Praia Grande, Ibicuí, Mangaratiba, Conceição de Jacareí, Angra dos Reis, Jacuecanga, Balneário, Frade, Vila de Abraão (Ilha Grande), Paraty, Patrimônio, Rio Claro, Fazenda da Grama, Lídice e Passa Três. Responsável: Patrulha Maria da Penha."
